ID,Brand,Category,Model Name,Reference No.,Price (USD),Currency,Release Date,Gender,Case Material,Case Diameter (mm),Case Thickness (mm),Dial Color,Strap Material,Strap Color,Water Resistance (m),Crystal Type,Movement Type,Power Reserve (hours),Complications,Availability,Warranty (Years),Country of Origin
73638,Seiko,Sports,Prospex,SE78544,884.77,USD,08/10/2023,Women's,Resin,39.6,12.4,Red,Canvas,Black,300,Hardlex,Quartz,70,Moonphase,Limited Stock,3,Japan
73639,Daniel Wellington,Minimalist,Petite,DA95274,6439.62,USD,29/03/2023,Women's,Aluminum,34.4,13.1,Gold,Canvas,Blue,50,Mineral,Quartz,0,Chronograph,In Stock,4,Sweden
73640,Fossil,Fashion,Gen 6,FO56707,14732.09,USD,03/01/2023,Women's,Ceramic,44.7,13.4,Silver,Silicone,Red,50,Sapphire,Smart,0,World Time,In Stock,2,USA
73641,Hublot,Luxury,Big Bang,HU19135,5622.43,USD,21/07/2024,Men's,Titanium,45.7,8.6,Gray,Mesh Steel,Gold,300,Mineral,Automatic,80,Date,Out of Stock,5,Switzerland
73642,Apple,Smartwatch,Watch Series,AP60880,976.1,USD,25/11/2022,Women's,Bioceramic,41.7,12.2,Gray,Leather,Silver,300,Hardlex,Smart,80,Moonphase,In Stock,2,China
73643,Citizen,Eco-Drive,Promaster,CI16427,10861.21,USD,18/02/2023,Women's,Brass,36.3,13.6,Green,Silicone,Red,100,Gorilla Glass,Solar Powered,0,World Time,Out of Stock,3,Japan
73644,Fossil,Fashion,Gen 6,FO45165,8737.38,USD,19/09/2023,Women's,Ceramic,44.9,13.8,Green,Mesh Steel,Brown,100,Sapphire,Smart,0,None,Out of Stock,1,USA
73645,Seiko,Sports,Prospex,SE96555,718.32,USD,15/10/2023,Women's,Ceramic,42.6,11.4,Green,Mesh Steel,Brown,100,Plastic,Quartz,0,Moonphase,In Stock,1,Japan
73646,Swatch,Fashion,MoonSwatch,SW50829,6500.3,USD,23/05/2024,Unisex,Resin,43,6.9,Gold,Leather,Green,100,Mineral,Quartz,40,GMT,Out of Stock,4,Switzerland
73647,Tissot,Classic,Le Locle,TI28130,8844.96,USD,01/05/2022,Women's,Bioceramic,39,9.4,Red,Nylon,Red,30,Plastic,Automatic,70,World Time,Limited Stock,2,Switzerland
73648,Tissot,Classic,Le Locle,TI99722,5252.11,USD,18/08/2024,Unisex,Aluminum,42.3,11.4,Silver,Nylon,Green,200,Gorilla Glass,Automatic,60,None,In Stock,5,Switzerland
73649,TAG Heuer,Sports,Carrera,TA73635,2274.03,USD,16/12/2022,Women's,Bronze,41.5,7.1,Red,Leather,Black,200,Hardlex,Automatic,60,Date,Limited Stock,3,Switzerland
73650,Hublot,Luxury,Big Bang,HU52012,9568.05,USD,20/10/2021,Women's,Ceramic,34.3,14.6,Red,Rubber,Green,300,Sapphire,Automatic,60,Date,In Stock,5,Switzerland
73651,Montblanc,Luxury,1858 Geosphere,MO98273,13548.33,USD,26/11/2022,Men's,Aluminum,37.3,9.9,Gold,Canvas,Green,50,Gorilla Glass,Automatic,60,Chronograph,Limited Stock,2,Switzerland
73652,Montblanc,Luxury,1858 Geosphere,MO48981,4489.33,USD,17/12/2022,Unisex,Ceramic,44.5,11.6,Black,Silicone,Blue,30,Gorilla Glass,Automatic,80,World Time,Pre-Order,2,Switzerland
73653,Seiko,Sports,Prospex,SE10759,9332.54,USD,07/08/2022,Women's,Brass,38,6.8,Gray,Mesh Steel,Red,50,Mineral,Quartz,40,Chronograph,Pre-Order,3,Japan
73654,Tissot,Classic,Le Locle,TI87540,3760.49,USD,12/04/2022,Men's,Ceramic,41.8,6.9,Gray,Leather,Red,30,Sapphire,Automatic,40,GMT,Limited Stock,1,Switzerland
73655,Casio,Digital,G-Shock,CA10564,11441.1,USD,28/11/2024,Unisex,Brass,37.8,7.8,Gray,Canvas,Brown,100,Mineral,Digital,60,Date,Pre-Order,2,Japan
73656,Seiko,Sports,Prospex,SE72623,636.86,USD,30/03/2023,Men's,Aluminum,33.6,6.6,Green,Rubber,Blue,50,Sapphire,Quartz,60,None,In Stock,1,Japan
73657,Swatch,Fashion,MoonSwatch,SW38690,7420.76,USD,17/04/2025,Women's,Titanium,43.1,8.9,White,Silicone,Silver,100,Gorilla Glass,Quartz,0,None,Out of Stock,1,Switzerland
73658,TAG Heuer,Sports,Carrera,TA95668,2729.47,USD,23/07/2021,Unisex,Aluminum,40.9,13.4,Gold,Silicone,Red,100,Hardlex,Automatic,0,Chronograph,Pre-Order,5,Switzerland
73659,Timex,Casual,Weekender,TI80027,4947.15,USD,19/09/2022,Women's,Bronze,34.2,10.8,Green,Nylon,Green,200,Gorilla Glass,Quartz,80,None,Pre-Order,4,USA
73660,Apple,Smartwatch,Watch Series,AP41422,5233.8,USD,26/06/2021,Unisex,Bioceramic,45.3,14.5,Black,Rubber,Silver,100,Mineral,Smart,40,Moonphase,Out of Stock,5,China
73661,TAG Heuer,Sports,Carrera,TA30125,2353.46,USD,08/11/2023,Men's,Brass,46,7.7,Silver,Silicone,Red,30,Mineral,Automatic,0,World Time,Pre-Order,4,Switzerland
73662,Omega,Dress,Speedmaster,OM74947,11237.21,USD,02/11/2021,Men's,Stainless Steel,32.6,7.7,Gold,Rubber,Green,300,Gorilla Glass,Automatic,40,Date,In Stock,5,Switzerland
73663,Rolex,Luxury,Oyster Perpetual,RO92637,6058.56,USD,08/03/2023,Men's,Stainless Steel,41.7,13.1,Green,Mesh Steel,Silver,50,Gorilla Glass,Automatic,60,Moonphase,In Stock,4,Switzerland
73664,Montblanc,Luxury,1858 Geosphere,MO44774,4159.84,USD,07/12/2022,Women's,Brass,37.3,14.6,Green,Mesh Steel,Brown,200,Hardlex,Automatic,60,Moonphase,Pre-Order,3,Switzerland
73665,Garmin,Smartwatch,Fenix,GA33474,4805.74,USD,06/11/2024,Women's,Titanium,44.1,10.7,Green,Silicone,Brown,300,Gorilla Glass,Digital,40,World Time,In Stock,2,Taiwan
73666,Swatch,Fashion,MoonSwatch,SW46601,4072.86,USD,19/05/2021,Unisex,Titanium,34.5,7.9,Black,Canvas,Blue,30,Plastic,Quartz,40,Chronograph,Limited Stock,4,Switzerland
73667,TAG Heuer,Sports,Carrera,TA81294,2881.19,USD,27/10/2022,Women's,Aluminum,44.9,6.6,Red,Rubber,Gold,100,Hardlex,Automatic,0,Moonphase,Out of Stock,4,Switzerland
73668,Seiko,Sports,Prospex,SE22872,7347.98,USD,20/09/2021,Women's,Brass,37.8,13,White,Nylon,Silver,200,Gorilla Glass,Quartz,0,Date,Pre-Order,5,Japan
73669,Garmin,Smartwatch,Fenix,GA38277,5573.61,USD,14/12/2021,Women's,Bioceramic,38.7,6.7,Gray,Leather,Green,30,Plastic,Digital,70,GMT,Limited Stock,4,Taiwan
73670,Swatch,Fashion,MoonSwatch,SW43589,5977.02,USD,30/11/2023,Men's,Aluminum,41.2,11,Blue,Mesh Steel,Blue,100,Sapphire,Quartz,0,Date,Pre-Order,2,Switzerland
73671,Citizen,Eco-Drive,Promaster,CI45038,10212.46,USD,23/08/2021,Women's,Stainless Steel,41.4,14,Red,Mesh Steel,Red,200,Gorilla Glass,Solar Powered,40,World Time,Out of Stock,1,Japan
73672,Fossil,Fashion,Gen 6,FO16119,12206.18,USD,18/08/2020,Unisex,Stainless Steel,41.2,11.8,Silver,Canvas,Silver,100,Gorilla Glass,Smart,80,None,Pre-Order,3,USA
73673,Montblanc,Luxury,1858 Geosphere,MO60308,9065.67,USD,10/05/2021,Men's,Resin,33.7,14.8,Black,Canvas,Blue,100,Mineral,Automatic,0,Moonphase,Limited Stock,2,Switzerland
73674,Fossil,Fashion,Gen 6,FO39862,11200.92,USD,08/06/2022,Women's,Bronze,42.8,12.7,White,Mesh Steel,Black,50,Plastic,Smart,60,None,Pre-Order,4,USA
73675,Timex,Casual,Weekender,TI13914,13485.71,USD,25/03/2023,Men's,Resin,38.5,13.6,White,Leather,Gold,300,Plastic,Quartz,40,GMT,In Stock,5,USA
73676,Hublot,Luxury,Big Bang,HU21575,3450.65,USD,21/03/2025,Men's,Bronze,37.3,7.7,Gold,Silicone,Green,50,Sapphire,Automatic,0,World Time,Limited Stock,3,Switzerland
73677,Orient,Classic,Bambino,OR36978,4257.18,USD,04/11/2024,Unisex,Aluminum,34,11,Red,Rubber,Black,30,Mineral,Automatic,80,None,Out of Stock,3,Japan
73678,Longines,Dress,Master Collection,LO90610,14970.21,USD,21/12/2021,Men's,Aluminum,40.8,13.8,White,Rubber,Black,200,Gorilla Glass,Automatic,80,GMT,Pre-Order,5,Switzerland
73679,Rolex,Luxury,Oyster Perpetual,RO64648,10708.72,USD,18/01/2025,Women's,Ceramic,37.5,11.3,Green,Mesh Steel,Black,200,Plastic,Automatic,70,None,Pre-Order,2,Switzerland
73680,Hublot,Luxury,Big Bang,HU18029,2679.65,USD,24/02/2023,Men's,Brass,45.6,14.8,Silver,Nylon,Green,30,Plastic,Automatic,60,GMT,Limited Stock,2,Switzerland
73681,Citizen,Eco-Drive,Promaster,CI32478,4418.28,USD,26/12/2024,Men's,Aluminum,43.1,9.6,Gray,Rubber,Red,50,Hardlex,Solar Powered,0,Chronograph,Pre-Order,5,Japan
73682,Citizen,Eco-Drive,Promaster,CI19571,11132.16,USD,07/02/2023,Men's,Bronze,33.6,12.1,Silver,Mesh Steel,Blue,30,Mineral,Solar Powered,0,Moonphase,Pre-Order,4,Japan
73683,Omega,Dress,Speedmaster,OM47800,2551.82,USD,28/08/2022,Men's,Resin,44.2,14.2,Green,Canvas,Red,200,Mineral,Automatic,80,Date,Limited Stock,5,Switzerland
73684,Apple,Smartwatch,Watch Series,AP74991,1923.29,USD,06/03/2022,Unisex,Brass,41.5,13.9,Black,Canvas,Red,200,Mineral,Smart,70,World Time,In Stock,3,China
73685,Apple,Smartwatch,Watch Series,AP32555,14614.57,USD,27/01/2021,Women's,Titanium,36.1,11.1,Blue,Canvas,Brown,300,Gorilla Glass,Smart,80,World Time,Pre-Order,3,China
73686,Fossil,Fashion,Gen 6,FO27998,5531.24,USD,29/04/2025,Men's,Resin,34.5,7.2,White,Rubber,Red,200,Sapphire,Smart,60,Moonphase,Out of Stock,3,USA
73687,Rolex,Luxury,Oyster Perpetual,RO53489,4796.46,USD,25/03/2023,Women's,Aluminum,34.9,10.4,Black,Canvas,Gold,50,Hardlex,Automatic,40,Date,Out of Stock,2,Switzerland
73688,Timex,Casual,Weekender,TI27631,5729.74,USD,17/05/2022,Women's,Brass,42.7,13.4,Green,Nylon,Blue,50,Plastic,Quartz,0,Moonphase,In Stock,5,USA
73689,Orient,Classic,Bambino,OR77661,13074.79,USD,12/01/2021,Unisex,Resin,35.3,8.9,Red,Canvas,Black,30,Sapphire,Automatic,60,GMT,In Stock,2,Japan
73690,Montblanc,Luxury,1858 Geosphere,MO97760,7684.75,USD,16/01/2022,Unisex,Bioceramic,45.1,8,White,Rubber,Black,30,Mineral,Automatic,60,World Time,Pre-Order,4,Switzerland
73691,Hublot,Luxury,Big Bang,HU11473,8652.64,USD,29/09/2023,Unisex,Bioceramic,45.4,10.1,Gold,Canvas,Silver,30,Gorilla Glass,Automatic,70,Moonphase,In Stock,2,Switzerland
73692,Tissot,Classic,Le Locle,TI17568,620.03,USD,01/11/2022,Men's,Brass,39.7,11.8,Gold,Rubber,Brown,200,Hardlex,Automatic,0,None,Limited Stock,1,Switzerland
73693,Garmin,Smartwatch,Fenix,GA64920,7766.87,USD,21/03/2022,Unisex,Resin,39.1,14.6,Green,Silicone,Gold,50,Plastic,Digital,70,World Time,Pre-Order,4,Taiwan
73694,Montblanc,Luxury,1858 Geosphere,MO21526,9424.28,USD,22/10/2023,Unisex,Stainless Steel,35.5,6.8,Gold,Rubber,Gold,300,Mineral,Automatic,40,World Time,Pre-Order,5,Switzerland
73695,Tissot,Classic,Le Locle,TI25074,4639.22,USD,05/08/2024,Women's,Stainless Steel,43.8,10,Green,Canvas,Silver,30,Hardlex,Automatic,80,Date,Pre-Order,3,Switzerland
73696,Longines,Dress,Master Collection,LO97242,3802.34,USD,13/05/2021,Women's,Ceramic,37,11.8,Gray,Mesh Steel,Gold,30,Gorilla Glass,Automatic,70,Moonphase,Out of Stock,1,Switzerland
73697,Rolex,Luxury,Oyster Perpetual,RO95280,12179.7,USD,07/08/2020,Men's,Bronze,43.3,11,Blue,Silicone,Brown,300,Gorilla Glass,Automatic,0,Moonphase,Pre-Order,2,Switzerland
73698,Hamilton,Military,Khaki Field,HA97232,11826.01,USD,14/02/2021,Unisex,Aluminum,34.7,11.4,Gold,Canvas,Gold,300,Plastic,Automatic,80,Moonphase,In Stock,3,USA
73699,Tissot,Classic,Le Locle,TI31429,798.19,USD,14/12/2021,Men's,Titanium,34.6,7.3,Silver,Leather,Green,50,Hardlex,Automatic,70,GMT,Limited Stock,5,Switzerland
73700,Orient,Classic,Bambino,OR27478,7848.43,USD,09/04/2025,Men's,Stainless Steel,38.1,14.6,White,Canvas,Gold,100,Hardlex,Automatic,80,None,In Stock,5,Japan
73701,Apple,Smartwatch,Watch Series,AP44298,3509.4,USD,01/07/2024,Women's,Stainless Steel,44.9,12.8,Silver,Nylon,Silver,100,Gorilla Glass,Smart,0,Date,Limited Stock,2,China
73702,Seiko,Sports,Prospex,SE13109,11232.66,USD,29/10/2024,Men's,Aluminum,32.2,10,Black,Rubber,Blue,30,Sapphire,Quartz,70,Chronograph,Limited Stock,5,Japan
73703,Seiko,Sports,Prospex,SE43533,2649.86,USD,16/01/2021,Unisex,Resin,41.3,9.5,Green,Leather,Silver,30,Mineral,Quartz,40,Moonphase,Pre-Order,2,Japan
73704,Daniel Wellington,Minimalist,Petite,DA13338,1525.34,USD,16/03/2021,Men's,Titanium,44.9,7.9,Gold,Leather,Black,30,Hardlex,Quartz,80,GMT,Limited Stock,1,Sweden
73705,Daniel Wellington,Minimalist,Petite,DA17137,2222.56,USD,28/06/2022,Men's,Titanium,39.1,11.9,White,Canvas,Blue,200,Mineral,Quartz,80,GMT,Pre-Order,3,Sweden
73706,Fossil,Fashion,Gen 6,FO15988,2469.74,USD,24/11/2022,Unisex,Titanium,33.6,7.5,Red,Leather,Gold,30,Sapphire,Smart,60,Date,Out of Stock,3,USA
73707,Montblanc,Luxury,1858 Geosphere,MO62879,3753.38,USD,04/07/2022,Men's,Ceramic,34.9,13.6,Gold,Silicone,Black,200,Gorilla Glass,Automatic,60,None,Out of Stock,1,Switzerland
73708,Rolex,Luxury,Oyster Perpetual,RO85762,8152.29,USD,07/05/2024,Unisex,Titanium,39.1,13.9,Black,Mesh Steel,Silver,300,Mineral,Automatic,80,GMT,Limited Stock,3,Switzerland
73709,Rolex,Luxury,Oyster Perpetual,RO92654,9870.02,USD,14/02/2021,Unisex,Resin,34.1,11.1,Blue,Canvas,Blue,50,Plastic,Automatic,40,None,In Stock,2,Switzerland
73710,Hamilton,Military,Khaki Field,HA37222,3933.85,USD,28/02/2023,Unisex,Aluminum,35.2,8.9,Blue,Leather,Black,200,Hardlex,Automatic,0,World Time,Pre-Order,2,USA
73711,Longines,Dress,Master Collection,LO79379,11829.28,USD,26/07/2022,Women's,Brass,38.9,13,Green,Leather,Red,50,Hardlex,Automatic,40,World Time,Out of Stock,1,Switzerland
73712,Citizen,Eco-Drive,Promaster,CI76789,12613.81,USD,11/03/2023,Men's,Brass,36.8,8.5,White,Nylon,Black,200,Gorilla Glass,Solar Powered,80,Chronograph,Pre-Order,4,Japan
73713,Citizen,Eco-Drive,Promaster,CI44892,4440.55,USD,08/10/2024,Men's,Aluminum,33,7.7,Red,Canvas,Blue,200,Gorilla Glass,Solar Powered,60,Date,Out of Stock,5,Japan
73714,Garmin,Smartwatch,Fenix,GA22882,12459.66,USD,17/03/2023,Unisex,Bronze,36.4,14.5,Black,Silicone,Green,300,Gorilla Glass,Digital,0,Date,Out of Stock,5,Taiwan
73715,TAG Heuer,Sports,Carrera,TA38692,10489.25,USD,15/08/2021,Men's,Resin,37.2,9.6,Green,Mesh Steel,Black,30,Gorilla Glass,Automatic,40,None,Limited Stock,5,Switzerland
73716,Casio,Digital,G-Shock,CA49752,6369.94,USD,08/11/2023,Women's,Titanium,42.9,7.5,Gray,Leather,Gold,200,Gorilla Glass,Digital,60,World Time,Limited Stock,1,Japan
73717,Swatch,Fashion,MoonSwatch,SW71929,7899.56,USD,25/02/2024,Men's,Stainless Steel,36,11.6,White,Canvas,Silver,300,Sapphire,Quartz,0,Moonphase,In Stock,2,Switzerland
73718,Seiko,Sports,Prospex,SE28074,8420.4,USD,10/11/2020,Unisex,Stainless Steel,39.3,8.5,White,Leather,Black,200,Gorilla Glass,Quartz,80,Chronograph,In Stock,1,Japan
73719,Hublot,Luxury,Big Bang,HU12871,9090.52,USD,28/12/2023,Women's,Resin,39.7,9.6,Gold,Canvas,Blue,50,Gorilla Glass,Automatic,80,GMT,In Stock,2,Switzerland
73720,Hublot,Luxury,Big Bang,HU10904,8147.03,USD,14/09/2021,Unisex,Titanium,41.7,8.6,Black,Silicone,Brown,300,Sapphire,Automatic,40,World Time,In Stock,5,Switzerland
73721,Garmin,Smartwatch,Fenix,GA58678,6987.69,USD,29/08/2020,Men's,Ceramic,39.1,12.3,Gray,Canvas,Blue,300,Sapphire,Digital,0,Chronograph,Out of Stock,1,Taiwan
73722,Omega,Dress,Speedmaster,OM13480,11567.88,USD,17/10/2022,Women's,Bioceramic,37.8,14.5,Blue,Leather,Brown,200,Sapphire,Automatic,70,World Time,In Stock,3,Switzerland
73723,Daniel Wellington,Minimalist,Petite,DA49167,1174.79,USD,22/02/2022,Men's,Bioceramic,43.4,13.6,Green,Mesh Steel,Black,50,Mineral,Quartz,40,None,In Stock,3,Sweden
73724,Hamilton,Military,Khaki Field,HA99781,2823.8,USD,13/11/2020,Men's,Ceramic,36,10.6,White,Rubber,Gold,300,Mineral,Automatic,0,Chronograph,Limited Stock,4,USA
73725,Hamilton,Military,Khaki Field,HA67254,1715.27,USD,24/03/2025,Men's,Brass,37.4,12.5,Black,Mesh Steel,Silver,30,Plastic,Automatic,70,World Time,Out of Stock,1,USA
73726,Hublot,Luxury,Big Bang,HU66713,6619.99,USD,19/03/2024,Men's,Stainless Steel,34.5,12.6,Gray,Silicone,Gold,200,Mineral,Automatic,0,Date,Out of Stock,3,Switzerland
73727,Hublot,Luxury,Big Bang,HU20387,8929.95,USD,14/12/2020,Women's,Bronze,36.8,13.8,Silver,Mesh Steel,Silver,50,Sapphire,Automatic,60,Moonphase,Limited Stock,3,Switzerland
73728,Apple,Smartwatch,Watch Series,AP98383,187.5,USD,17/12/2024,Women's,Resin,45.5,13.4,Green,Rubber,Gold,200,Gorilla Glass,Smart,60,Chronograph,Out of Stock,2,China
73729,Hamilton,Military,Khaki Field,HA47262,13111.52,USD,24/06/2024,Unisex,Bronze,32.4,10.4,Red,Silicone,Green,30,Hardlex,Automatic,70,World Time,Out of Stock,4,USA
73730,Montblanc,Luxury,1858 Geosphere,MO78405,6689.09,USD,15/01/2025,Unisex,Brass,41.2,7.9,Green,Rubber,Blue,30,Gorilla Glass,Automatic,60,Date,Out of Stock,5,Switzerland
73731,Hublot,Luxury,Big Bang,HU93032,6798.14,USD,18/04/2021,Unisex,Brass,45.4,11.4,White,Rubber,Silver,200,Sapphire,Automatic,40,GMT,In Stock,4,Switzerland
73732,Citizen,Eco-Drive,Promaster,CI87438,8078.39,USD,02/11/2023,Unisex,Bioceramic,39.6,12,Gold,Nylon,Black,50,Sapphire,Solar Powered,0,None,Limited Stock,2,Japan
73733,Montblanc,Luxury,1858 Geosphere,MO95721,3142.24,USD,27/03/2023,Unisex,Brass,40.5,14.8,Gold,Silicone,Gold,50,Plastic,Automatic,60,Moonphase,Limited Stock,5,Switzerland
73734,Fossil,Fashion,Gen 6,FO85256,14796.98,USD,09/02/2022,Unisex,Aluminum,40.1,14.5,Black,Rubber,Black,30,Plastic,Smart,80,Date,Limited Stock,5,USA
73735,Seiko,Sports,Prospex,SE67638,4705.05,USD,28/04/2023,Women's,Stainless Steel,36.7,8.5,Silver,Canvas,Silver,200,Sapphire,Quartz,60,World Time,Out of Stock,3,Japan
73736,Fossil,Fashion,Gen 6,FO42995,12966.42,USD,21/06/2021,Women's,Titanium,42.8,8.7,Black,Nylon,Silver,100,Sapphire,Smart,70,World Time,Out of Stock,2,USA
73737,Casio,Digital,G-Shock,CA69956,14856.73,USD,24/10/2020,Unisex,Bioceramic,37.7,7.9,Gray,Nylon,Red,300,Gorilla Glass,Digital,60,Chronograph,Limited Stock,1,Japan
73738,TAG Heuer,Sports,Carrera,TA70313,4117.66,USD,10/12/2022,Women's,Ceramic,35.7,9.2,Green,Nylon,Blue,30,Sapphire,Automatic,70,World Time,In Stock,1,Switzerland
73739,TAG Heuer,Sports,Carrera,TA45939,1155.18,USD,02/12/2020,Women's,Brass,32.8,10.8,Red,Leather,Brown,100,Gorilla Glass,Automatic,40,None,Out of Stock,2,Switzerland
73740,Longines,Dress,Master Collection,LO30096,11508.55,USD,22/11/2024,Women's,Aluminum,40.5,12.9,Gold,Leather,Gold,100,Hardlex,Automatic,80,Date,Pre-Order,5,Switzerland
73741,Garmin,Smartwatch,Fenix,GA64761,11570.34,USD,12/03/2021,Men's,Bronze,33.9,9.2,Red,Rubber,Black,50,Gorilla Glass,Digital,40,Date,Limited Stock,5,Taiwan
73742,Citizen,Eco-Drive,Promaster,CI20477,310.59,USD,10/07/2023,Unisex,Resin,40.9,10.6,Black,Canvas,Gold,300,Hardlex,Solar Powered,0,Date,Out of Stock,5,Japan
73743,Garmin,Smartwatch,Fenix,GA25560,3017.83,USD,10/08/2024,Unisex,Resin,38.8,11.7,Gold,Silicone,Blue,300,Gorilla Glass,Digital,80,Chronograph,In Stock,1,Taiwan
73744,Citizen,Eco-Drive,Promaster,CI73542,10797.85,USD,19/03/2025,Men's,Bioceramic,41.7,9.2,Black,Canvas,Blue,200,Plastic,Solar Powered,70,World Time,Pre-Order,4,Japan
73745,Apple,Smartwatch,Watch Series,AP42754,13754.89,USD,18/04/2022,Unisex,Brass,32.7,8.6,Gray,Leather,Gold,30,Gorilla Glass,Smart,80,None,In Stock,3,China
73746,Timex,Casual,Weekender,TI42476,3772.14,USD,14/03/2022,Men's,Brass,35.6,7.5,Silver,Leather,Red,300,Gorilla Glass,Quartz,80,World Time,Limited Stock,4,USA
73747,Omega,Dress,Speedmaster,OM87459,13890.16,USD,06/05/2024,Men's,Aluminum,38.8,8.7,Black,Leather,Red,50,Plastic,Automatic,40,Chronograph,Pre-Order,4,Switzerland
73748,Citizen,Eco-Drive,Promaster,CI16065,3189.3,USD,24/12/2022,Unisex,Resin,41.7,11.7,Blue,Silicone,Black,100,Hardlex,Solar Powered,60,Moonphase,Out of Stock,2,Japan
73749,Omega,Dress,Speedmaster,OM67370,12612.12,USD,06/06/2022,Women's,Stainless Steel,34.2,7.3,Blue,Mesh Steel,Brown,50,Hardlex,Automatic,70,Chronograph,Out of Stock,2,Switzerland
73750,Timex,Casual,Weekender,TI85547,805.57,USD,10/07/2025,Unisex,Bioceramic,37.1,13.5,Silver,Silicone,Silver,200,Mineral,Quartz,40,GMT,Limited Stock,3,USA
73751,Daniel Wellington,Minimalist,Petite,DA74960,13622.02,USD,26/09/2024,Women's,Brass,45.3,12.7,White,Nylon,Gold,50,Mineral,Quartz,70,GMT,Limited Stock,2,Sweden
73752,Rolex,Luxury,Oyster Perpetual,RO92243,8972.65,USD,03/08/2021,Men's,Bronze,45.7,12,Green,Leather,Blue,200,Plastic,Automatic,80,World Time,Limited Stock,4,Switzerland
73753,Montblanc,Luxury,1858 Geosphere,MO65490,4563.29,USD,28/08/2020,Men's,Resin,42.2,10.1,Red,Canvas,Gold,100,Plastic,Automatic,60,World Time,Limited Stock,2,Switzerland
73754,Citizen,Eco-Drive,Promaster,CI97036,12407.27,USD,07/11/2022,Men's,Bioceramic,39.7,8.6,Black,Rubber,Silver,200,Hardlex,Solar Powered,70,Date,Out of Stock,5,Japan
73755,Hamilton,Military,Khaki Field,HA25266,6092.24,USD,04/06/2025,Men's,Titanium,39.9,12.2,Gray,Leather,Blue,200,Hardlex,Automatic,70,Date,Limited Stock,5,USA
73756,Tissot,Classic,Le Locle,TI56623,5196.92,USD,18/05/2022,Unisex,Stainless Steel,41.9,12.6,Gray,Leather,Black,50,Mineral,Automatic,70,World Time,Limited Stock,2,Switzerland
73757,Rolex,Luxury,Oyster Perpetual,RO84729,6034.32,USD,09/09/2024,Men's,Brass,36.3,10.2,Black,Silicone,Black,100,Plastic,Automatic,80,Chronograph,In Stock,1,Switzerland
73758,Montblanc,Luxury,1858 Geosphere,MO23418,8725.66,USD,26/01/2025,Unisex,Ceramic,34.2,10.3,Red,Rubber,Black,100,Mineral,Automatic,70,None,Pre-Order,2,Switzerland
73759,Hamilton,Military,Khaki Field,HA29646,1288.46,USD,08/04/2022,Unisex,Resin,32.8,11.4,Blue,Mesh Steel,Brown,100,Sapphire,Automatic,70,World Time,Out of Stock,1,USA
73760,Rolex,Luxury,Oyster Perpetual,RO37963,9751.33,USD,22/07/2023,Women's,Resin,39.3,9.3,Silver,Mesh Steel,Green,50,Gorilla Glass,Automatic,70,Moonphase,Pre-Order,1,Switzerland
73761,TAG Heuer,Sports,Carrera,TA58721,13362.73,USD,23/05/2021,Unisex,Aluminum,43.5,9.2,Gray,Silicone,Silver,30,Mineral,Automatic,60,World Time,Limited Stock,2,Switzerland
73762,Rolex,Luxury,Oyster Perpetual,RO64836,2817.53,USD,07/10/2023,Men's,Resin,33.6,13.3,Blue,Silicone,Gold,30,Gorilla Glass,Automatic,40,Chronograph,In Stock,4,Switzerland
73763,Swatch,Fashion,MoonSwatch,SW75367,12880.89,USD,24/06/2024,Women's,Aluminum,44.5,10.9,Gray,Canvas,Gold,100,Plastic,Quartz,60,Moonphase,Pre-Order,1,Switzerland
73764,Casio,Digital,G-Shock,CA86793,1980.75,USD,24/09/2024,Men's,Brass,32.8,9.1,Silver,Rubber,Brown,100,Gorilla Glass,Digital,40,Chronograph,Pre-Order,1,Japan
73765,Hublot,Luxury,Big Bang,HU27740,12416.92,USD,20/10/2024,Unisex,Stainless Steel,43,7.1,White,Silicone,Blue,30,Gorilla Glass,Automatic,40,Chronograph,Limited Stock,3,Switzerland
73766,Hublot,Luxury,Big Bang,HU12189,3792.63,USD,30/10/2023,Men's,Aluminum,45.6,10.8,Blue,Mesh Steel,Red,50,Mineral,Automatic,40,Chronograph,Limited Stock,3,Switzerland
73767,Hublot,Luxury,Big Bang,HU33648,4592.4,USD,21/01/2021,Men's,Titanium,36.5,7.4,Gold,Silicone,Blue,300,Hardlex,Automatic,40,GMT,Limited Stock,1,Switzerland
73768,TAG Heuer,Sports,Carrera,TA40358,13067.8,USD,11/05/2024,Unisex,Bronze,42.8,14.9,Green,Nylon,Green,50,Sapphire,Automatic,70,Date,Limited Stock,3,Switzerland
73769,Citizen,Eco-Drive,Promaster,CI38491,1427.01,USD,10/03/2024,Unisex,Stainless Steel,34,8.6,Green,Leather,Brown,50,Plastic,Solar Powered,70,World Time,Pre-Order,3,Japan
73770,Hamilton,Military,Khaki Field,HA35300,11952.25,USD,01/04/2024,Men's,Aluminum,37.9,10.5,Green,Nylon,Gold,300,Plastic,Automatic,0,Chronograph,Pre-Order,3,USA
73771,Citizen,Eco-Drive,Promaster,CI11901,1892.38,USD,28/09/2024,Women's,Bioceramic,36.7,12.7,Silver,Rubber,Silver,30,Sapphire,Solar Powered,0,Chronograph,Limited Stock,4,Japan
73772,Seiko,Sports,Prospex,SE70160,4604.58,USD,05/07/2022,Men's,Stainless Steel,40.6,6.8,Blue,Rubber,Silver,300,Hardlex,Quartz,70,World Time,In Stock,5,Japan
